Term,ID,FIRST,SEX,Student Type,PAID AMT
202001,770560427,Danielle,F,Continuing,
202001,439657450,Samir,M,Continuing,
202001,163029511,Silmi,M,Continuing,
202001,280962689,Nashat,M,Continuing,
202001,523500566,Vincent,M,Continuing,
202001,184892630,Abdul Qayyoom,M,Continuing,"$5,995.00 "
202001,715150952,Najwa,F,Continuing,"$6,345.00 "
202001,540648525,Rabdaa,F,Continuing,
202001,332063154,Brandon,M,Continuing,
202001,866856963,Furqaan,M,Continuing,
202001,686945134,Dylan,M,Continuing,"$6,345.00 "
202001,412561075,Queenisha,F,Continuing,
202001,491980762,Kara,F,Continuing,
202001,982790894,Nhi,F,Continuing,"$3,195.00 "
202001,119298214,Imani,M,Continuing,
202001,872393927,Phillip,F,Continuing,
202001,259796800,Kevin,M,Continuing,
202001,213269252,Mudrika,F,Entering First Year Student,
202001,451980666,Camron,M,Entering First Year Student,"$5,495.00 "
202001,758980214,Carrie,F,Entering First Year Student,
202001,545264243,Lakshmi Priya,F,Entering First Year Student,
202001,553680275,Logan,M,Entering First Year Student,"$6,195.00 "
202001,740099587,Amru,M,Entering First Year Student,"$6,345.00 "
202001,377635930,Trevor,M,Entering First Year Student,
202001,296481976,Jacinto,M,Entering First Year Student,
202001,846537670,Crystal,F,Entering First Year Student,
202001,479225784,Tyler,M,Entering First Year Student,
202001,194517295,Austin,M,Entering First Year Student,
202001,309363007,Gabriela,F,Entering First Year Student,
202001,218544321,Jasmine,F,Entering First Year Student,
202001,690312961,Carlos,M,Entering First Year Student,
202001,784724741,Saleel,M,Entering First Year Student,
202001,775126019,Nova,F,Transfer,
202001,603961999,Sonny,M,Transfer,
202001,835638664,Te'Aisha,F,Transfer,
202001,457523613,Kiana,F,Transfer,
202001,218731964,Zohal,F,Transfer,"$6,095.00 "
202001,415228935,Ariel,F,Continuing,
202001,418387987,Brandon,M,Continuing,
202001,565461914,Kale,M,Returning,
202001,741504588,Shaamil,M,Continuing,
202001,546898160,Wadee'a,F,Continuing,
202001,288013654,Rachel,F,Continuing,
202001,294381559,Zvi,F,Continuing,
202001,253026843,Joshua,M,Continuing,
202001,407236347,Ryann,F,Continuing,
202001,633024711,Allie,F,Continuing,
202001,336245326,Aatif,M,Continuing,
202001,397296965,Madison,F,Continuing,
202001,482097713,Tyler,F,Continuing,
202001,394998146,Paul,M,Continuing,
202001,487114797,Megan,F,Continuing,
202001,978667142,Caleb,M,Continuing,
202001,807095956,Brandon,M,Continuing,
202001,551599171,Stephen,M,Continuing,
202001,777711928,Patrick,M,Continuing,
202001,906214394,Nico,M,Continuing,
202001,862845181,Arin,M,Continuing,
202001,229062818,Victor,M,Continuing,
202001,107314907,Giovani,M,Continuing,
202001,406323252,Hannah,F,Continuing,
202001,573548464,Nawfal,M,Continuing,
202001,453310354,Oscar,M,Continuing,
202001,850823843,Jessica,F,Continuing,
202001,940004897,Hailey,F,Continuing,
202001,174443603,Christopher,M,Continuing,
202001,203190527,Kalene,F,Entering First Year Student,
202001,264146098,Jake,M,Entering First Year Student,
202001,615114535,Shaheed,M,Entering First Year Student,
202001,133504060,Samuel,M,Entering First Year Student,
202001,908113867,Ameen,M,Entering First Year Student,"$6,295.00 "
202001,361679364,Matthew,M,Entering First Year Student,
202001,969015550,Andrew,M,Entering First Year Student,
202001,781619638,Jon,M,Entering First Year Student,"$6,095.00 "
202001,291741738,Wesley,M,Continuing,
202001,479327074,Madison,F,Continuing,
202001,106808445,Tosha,F,Continuing,
202001,589653630,Katelynd,F,Continuing,
202001,770079896,Makinzie,F,Continuing,
202001,214235505,Kellen,M,Continuing,
202001,399297935,Marcus,M,Continuing,
202001,799047318,Anna,F,Continuing,
202001,506641289,Moriah,F,Continuing,
202001,326778432,Brianna,F,Continuing,"$2,995.00 "
202001,249004480,Darrell,M,Continuing,
202001,550665183,Anthony,M,Continuing,
202001,977008234,Kevin,M,Continuing,
202001,114524886,Bryan,M,Continuing,
202001,272681642,Waseema,F,Continuing,"$5,095.00 "
202001,153038051,Octavia,F,Continuing,
202001,204919829,Taylor,F,Continuing,
202001,715787787,Edward,M,Continuing,
202001,383330153,Audrey,F,Continuing,"$6,345.00 "
202001,843846322,Daniel,M,Continuing,
202001,235450367,Teryl,F,Continuing,
202001,159878923,Joey,M,Continuing,
202001,206768398,Devyn,M,Continuing,
202001,950620918,Javier,M,Continuing,
202001,668991892,Kevin,M,Continuing,
202001,958744648,Leon,M,Continuing,
202001,334671821,Asianna,F,Continuing,
202001,712272050,Amniyya,F,Continuing,
202001,275132015,Robert,M,Continuing,
202001,846943622,Naseera,F,Continuing,
202001,370773023,Marika,F,Continuing,
202001,350596220,Clifton,M,Continuing,
202001,608805893,Michelle,F,Continuing,
202001,317550400,Nicholas,M,Continuing,
202001,604174124,Breashelle,F,Continuing,
202001,795880166,Nadia,F,Continuing,
202001,546662574,Jalaal,M,Entering First Year Student,
202001,591682764,Chau,F,Entering First Year Student,
202001,419425288,Rand,M,Entering First Year Student,"$6,345.00 "
202001,939678484,Elizabeth,F,Entering First Year Student,
202001,662896194,Anthony,M,Entering First Year Student,
202001,627985712,Kawthar,F,Entering First Year Student,
202001,800601572,Dontae,M,Entering First Year Student,
202001,503652076,Dori,F,Entering First Year Student,
202001,925965661,Savni,F,Continuing,
202001,371756515,Jameel,M,Continuing,
202001,375946945,Mumtaaza,F,Continuing,
202001,138694246,Logen,M,Continuing,
202001,602953424,Mimi,F,Continuing,"$6,345.00 "
202001,256651152,Maileek,M,Continuing,
202001,118112121,Sherreelynn,F,Continuing,
202001,235809188,Philip,M,Continuing,
202001,289105921,Hunter,M,Continuing,"$6,345.00 "
202001,780318843,Taqiyya,F,Continuing,
202001,428651505,Liliana,F,Continuing,
202001,310560357,Abbaas,M,Continuing,"$5,695.00 "
202001,340664631,Gabriela,F,Continuing,
202001,685220261,Israa,F,Continuing,
202001,336712510,Trae,M,Continuing,
202001,284022122,Zahen,M,Continuing,"$6,345.00 "
202001,453166098,Matthew,M,Continuing,
202001,591732267,Zolaykha,F,Continuing,
202001,394975368,Thomas,M,Continuing,
202001,292130895,Christian,M,Continuing,"$5,895.00 "
202001,452870332,Abdul Khaliq,M,Continuing,"$4,495.00 "
202001,528099709,Muhjar,F,Continuing,
202001,909507795,Savanah Mae,F,Continuing,
202001,781083888,Paul,M,Continuing,
202001,734692024,Kelsey,F,Continuing,
202001,762380480,Elijah,M,Continuing,
202001,935816443,Antonio,M,Continuing,
202001,155719806,John,M,Continuing,
202001,781713156,Naasif,M,Continuing,
202001,118767904,Rafeeqa,F,Continuing,
202001,592663122,Maisoon,M,Continuing,
202001,610238911,Chayse,F,Entering First Year Student,
202001,949234018,Jason,M,Entering First Year Student,"$6,345.00 "
202001,834160846,Amy,F,Entering First Year Student,
202001,724066027,Tommy,M,Entering First Year Student,
202001,960698410,Alex,M,Entering First Year Student,
202001,992784517,Desiree,F,Entering First Year Student,
202001,142170585,Richard,M,Entering First Year Student,
202001,925253770,Robert,M,Entering First Year Student,"$6,345.00 "
202001,454486759,Bryn,F,Entering First Year Student,"$6,345.00 "
202001,210369296,Ashley,F,Entering First Year Student,
202001,521673401,Kaylin,F,Entering First Year Student,
